discr,reduction,operator,freq,cds,corpus,base,context_type,dimensionality,neg,similarity,SimLex999,men
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,1.4,correlation,0.32,0.737
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,1.4,cos,0.319,0.735
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,2,correlation,0.318,0.736
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,2,cos,0.315,0.734
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,5,correlation,0.341,0.721
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,5,cos,0.323,0.707
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,7,correlation,0.33,0.715
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,30000,7,cos,0.308,0.698
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,0.2,correlation,0.181,0.418
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,0.2,cos,0.181,0.417
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,0.5,correlation,0.211,0.558
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,0.5,cos,0.211,0.557
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,0.7,correlation,0.241,0.647
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,0.7,cos,0.24,0.645
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,1,correlation,0.299,0.724
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,1,cos,0.299,0.722
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,1.4,correlation,0.32,0.735
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,1.4,cos,0.319,0.734
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,2,correlation,0.318,0.735
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,2,cos,0.315,0.733
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,5,correlation,0.34,0.72
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,5,cos,0.323,0.707
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,7,correlation,0.332,0.715
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,40000,7,cos,0.308,0.697
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,0.2,correlation,0.181,0.417
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,0.2,cos,0.181,0.416
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,0.5,correlation,0.21,0.557
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,0.5,cos,0.21,0.555
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,0.7,correlation,0.24,0.645
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,0.7,cos,0.24,0.644
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,1,correlation,0.299,0.723
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,1,cos,0.299,0.722
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,1.4,correlation,0.32,0.735
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,1.4,cos,0.319,0.734
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,2,correlation,0.318,0.735
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,2,cos,0.315,0.732
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,5,correlation,0.342,0.72
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,5,cos,0.326,0.707
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,7,correlation,0.334,0.715
scpmi,raw,head,n,global,ukwac_wackypedia,e,nvaa,50000,7,cos,0.314,0.697
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,0.2,correlation,0.317,0.65
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,0.2,cos,0.332,0.65
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,0.5,correlation,0.324,0.68
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,0.5,cos,0.329,0.679
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,0.7,correlation,0.303,0.668
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,0.7,cos,0.304,0.667
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,1,correlation,0.27,0.639
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,1,cos,0.265,0.642
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,1.4,correlation,0.261,0.6
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,1.4,cos,0.234,0.6
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,2,correlation,0.255,0.493
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,2,cos,0.212,0.505
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,5,correlation,0.071,0.18
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,5,cos,0.051,0.26
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,7,correlation,0.068,0.128
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,1000,7,cos,0.049,0.18
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,0.2,correlation,0.329,0.671
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,0.2,cos,0.346,0.678
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,0.5,correlation,0.343,0.711
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,0.5,cos,0.349,0.712
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,0.7,correlation,0.334,0.716
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,0.7,cos,0.336,0.716
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,1,correlation,0.314,0.712
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,1,cos,0.313,0.711
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,1.4,correlation,0.287,0.705
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,1.4,cos,0.281,0.703
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,2,correlation,0.273,0.691
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,2,cos,0.252,0.691
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,5,correlation,0.193,0.501
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,5,cos,0.164,0.538
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,7,correlation,0.131,0.356
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,2000,7,cos,0.09,0.429
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,0.2,correlation,0.333,0.677
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,0.2,cos,0.348,0.687
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,0.5,correlation,0.347,0.717
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,0.5,cos,0.352,0.718
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,0.7,correlation,0.341,0.723
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,0.7,cos,0.343,0.724
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,1,correlation,0.326,0.725
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,1,cos,0.325,0.724
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,1.4,correlation,0.308,0.722
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,1.4,cos,0.302,0.719
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,2,correlation,0.283,0.718
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,2,cos,0.266,0.713
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,5,correlation,0.234,0.633
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,5,cos,0.19,0.64
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,7,correlation,0.188,0.532
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,3000,7,cos,0.139,0.566
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,0.2,correlation,0.333,0.679
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,0.2,cos,0.349,0.691
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,0.5,correlation,0.349,0.721
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,0.5,cos,0.356,0.723
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,0.7,correlation,0.347,0.728
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,0.7,cos,0.349,0.728
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,1,correlation,0.339,0.732
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,1,cos,0.337,0.73
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,1.4,correlation,0.324,0.731
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,1.4,cos,0.32,0.727
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,2,correlation,0.305,0.728
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,2,cos,0.292,0.721
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,5,correlation,0.258,0.691
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,5,cos,0.212,0.683
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,7,correlation,0.215,0.64
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,5000,7,cos,0.162,0.639
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,0.2,correlation,0.321,0.663
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,0.2,cos,0.347,0.675
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,0.5,correlation,0.353,0.723
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,0.5,cos,0.361,0.721
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,0.7,correlation,0.356,0.735
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,0.7,cos,0.359,0.732
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,1,correlation,0.354,0.741
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,1,cos,0.353,0.737
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,1.4,correlation,0.346,0.742
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,1.4,cos,0.341,0.737
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,2,correlation,0.335,0.74
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,2,cos,0.323,0.732
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,5,correlation,0.305,0.718
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,5,cos,0.259,0.7
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,7,correlation,0.276,0.697
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,10000,7,cos,0.224,0.68
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,0.2,correlation,0.287,0.586
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,0.2,cos,0.336,0.58
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,0.5,correlation,0.337,0.682
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,0.5,cos,0.36,0.682
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,0.7,correlation,0.348,0.711
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,0.7,cos,0.361,0.705
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,1,correlation,0.354,0.732
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,1,cos,0.361,0.722
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,1.4,correlation,0.356,0.744
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,1.4,cos,0.355,0.731
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,2,correlation,0.353,0.75
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,2,cos,0.345,0.737
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,5,correlation,0.338,0.737
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,5,cos,0.298,0.717
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,7,correlation,0.317,0.72
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,20000,7,cos,0.266,0.698
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,0.2,correlation,0.254,0.479
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,0.2,cos,0.298,0.441
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,0.5,correlation,0.315,0.62
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,0.5,cos,0.353,0.621
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,0.7,correlation,0.329,0.66
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,0.7,cos,0.355,0.659
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,1,correlation,0.345,0.694
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,1,cos,0.359,0.685
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,1.4,correlation,0.351,0.722
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,1.4,cos,0.358,0.707
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,2,correlation,0.353,0.736
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,2,cos,0.351,0.718
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,5,correlation,0.346,0.741
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,5,cos,0.312,0.718
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,7,correlation,0.331,0.727
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,30000,7,cos,0.28,0.703
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,0.2,correlation,0.224,0.381
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,0.2,cos,0.26,0.331
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,0.5,correlation,0.294,0.538
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,0.5,cos,0.332,0.533
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,0.7,correlation,0.314,0.601
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,0.7,cos,0.344,0.599
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,1,correlation,0.327,0.651
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,1,cos,0.35,0.646
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,1.4,correlation,0.34,0.683
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,1.4,cos,0.353,0.672
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,2,correlation,0.346,0.711
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,2,cos,0.35,0.693
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,5,correlation,0.346,0.735
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,5,cos,0.311,0.708
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,7,correlation,0.336,0.726
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,40000,7,cos,0.289,0.695
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,0.2,correlation,0.208,0.303
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,0.2,cos,0.236,0.249
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,0.5,correlation,0.266,0.453
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,0.5,cos,0.311,0.451
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,0.7,correlation,0.295,0.526
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,0.7,cos,0.329,0.524
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,1,correlation,0.32,0.599
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,1,cos,0.342,0.595
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,1.4,correlation,0.33,0.648
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,1.4,cos,0.349,0.639
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,2,correlation,0.341,0.679
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,2,cos,0.351,0.665
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,5,correlation,0.349,0.722
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,5,cos,0.319,0.692
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,7,correlation,0.339,0.721
spmi,raw,head,1,0.75,ukwac_wackypedia,e,nvaa,50000,7,cos,0.292,0.688
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,0.2,correlation,0.321,0.646
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,0.2,cos,0.34,0.649
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,0.5,correlation,0.332,0.686
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,0.5,cos,0.339,0.686
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,0.7,correlation,0.318,0.68
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,0.7,cos,0.32,0.68
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,1,correlation,0.29,0.662
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,1,cos,0.29,0.662
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,1.4,correlation,0.257,0.631
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,1.4,cos,0.246,0.632
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,2,correlation,0.263,0.573
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,2,cos,0.233,0.577
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,5,correlation,0.144,0.254
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,5,cos,0.112,0.307
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,7,correlation,0.099,0.181
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,1000,7,cos,0.062,0.238
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,0.2,correlation,0.327,0.665
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,0.2,cos,0.349,0.674
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,0.5,correlation,0.348,0.708
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,0.5,cos,0.356,0.709
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,0.7,correlation,0.341,0.712
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,0.7,cos,0.345,0.712
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,1,correlation,0.328,0.711
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,1,cos,0.327,0.71
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,1.4,correlation,0.303,0.703
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,1.4,cos,0.295,0.701
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,2,correlation,0.28,0.694
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,2,cos,0.265,0.69
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,5,correlation,0.228,0.588
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,5,cos,0.199,0.597
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,7,correlation,0.174,0.483
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,2000,7,cos,0.151,0.521
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,0.2,correlation,0.326,0.667
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,0.2,cos,0.344,0.679
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,0.5,correlation,0.348,0.71
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,0.5,cos,0.357,0.712
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,0.7,correlation,0.346,0.717
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,0.7,cos,0.349,0.717
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,1,correlation,0.337,0.72
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,1,cos,0.336,0.719
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,1.4,correlation,0.321,0.718
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,1.4,cos,0.316,0.715
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,2,correlation,0.303,0.713
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,2,cos,0.293,0.707
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,5,correlation,0.257,0.673
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,5,cos,0.217,0.669
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,7,correlation,0.221,0.62
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,3000,7,cos,0.18,0.632
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,0.2,correlation,0.319,0.666
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,0.2,cos,0.336,0.667
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,0.5,correlation,0.347,0.71
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,0.5,cos,0.356,0.711
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,0.7,correlation,0.347,0.719
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,0.7,cos,0.35,0.718
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,1,correlation,0.342,0.724
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,1,cos,0.341,0.722
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,1.4,correlation,0.332,0.725
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,1.4,cos,0.328,0.721
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,2,correlation,0.316,0.722
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,2,cos,0.306,0.716
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,5,correlation,0.278,0.707
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,5,cos,0.24,0.691
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,7,correlation,0.248,0.687
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,5000,7,cos,0.201,0.674
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,0.2,correlation,0.309,0.64
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,0.2,cos,0.325,0.609
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,0.5,correlation,0.34,0.695
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,0.5,cos,0.35,0.681
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,0.7,correlation,0.344,0.711
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,0.7,cos,0.348,0.697
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,1,correlation,0.347,0.723
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,1,cos,0.344,0.71
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,1.4,correlation,0.346,0.731
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,1.4,cos,0.338,0.721
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,2,correlation,0.338,0.734
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,2,cos,0.328,0.724
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,5,correlation,0.316,0.725
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,5,cos,0.28,0.708
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,7,correlation,0.304,0.715
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,10000,7,cos,0.252,0.696
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,0.2,correlation,0.278,0.493
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,0.2,cos,0.262,0.386
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,0.5,correlation,0.326,0.606
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,0.5,cos,0.323,0.553
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,0.7,correlation,0.336,0.645
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,0.7,cos,0.331,0.604
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,1,correlation,0.341,0.675
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,1,cos,0.334,0.643
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,1.4,correlation,0.348,0.696
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,1.4,cos,0.34,0.669
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,2,correlation,0.353,0.717
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,2,cos,0.343,0.693
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,5,correlation,0.353,0.739
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,5,cos,0.327,0.718
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,7,correlation,0.348,0.736
spmi,raw,head,1,1,ukwac_wackypedia,e,nvaa,20000,7,cos,0.312,0.713
