discr,reduction,operator,freq,cds,corpus,base,context_type,dimensionality,neg,similarity,SimLex999,men
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,5000,7,cos,0.124,0.489
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,0.2,correlation,0.337,0.701
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,0.2,cos,0.16,0.474
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,0.5,correlation,0.363,0.736
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,0.5,cos,0.326,0.71
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,0.7,correlation,0.367,0.75
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,0.7,cos,0.37,0.752
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,1,correlation,0.355,0.753
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,1,cos,0.354,0.752
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,1.4,correlation,0.335,0.746
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,1.4,cos,0.328,0.741
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,2,correlation,0.318,0.736
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,2,cos,0.29,0.725
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,5,correlation,0.245,0.664
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,5,cos,0.183,0.647
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,7,correlation,0.204,0.572
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,10000,7,cos,0.151,0.57
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,0.2,correlation,0.313,0.684
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,0.2,cos,0.168,0.496
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,0.5,correlation,0.367,0.744
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,0.5,cos,0.326,0.714
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,0.7,correlation,0.379,0.76
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,0.7,cos,0.381,0.761
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,1,correlation,0.37,0.763
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,1,cos,0.369,0.762
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,1.4,correlation,0.356,0.758
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,1.4,cos,0.35,0.754
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,2,correlation,0.338,0.75
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,2,cos,0.316,0.739
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,5,correlation,0.276,0.702
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,5,cos,0.215,0.681
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,7,correlation,0.246,0.646
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,20000,7,cos,0.187,0.62
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,0.2,correlation,0.29,0.665
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,0.2,cos,0.172,0.509
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,0.5,correlation,0.361,0.742
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,0.5,cos,0.321,0.713
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,0.7,correlation,0.381,0.761
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,0.7,cos,0.383,0.762
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,1,correlation,0.375,0.765
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,1,cos,0.374,0.764
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,1.4,correlation,0.362,0.761
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,1.4,cos,0.358,0.757
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,2,correlation,0.346,0.753
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,2,cos,0.329,0.743
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,5,correlation,0.291,0.711
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,5,cos,0.237,0.688
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,7,correlation,0.268,0.664
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,30000,7,cos,0.206,0.64
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,0.2,correlation,0.276,0.649
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,0.2,cos,0.176,0.515
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,0.5,correlation,0.356,0.739
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,0.5,cos,0.319,0.71
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,0.7,correlation,0.383,0.76
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,0.7,cos,0.384,0.761
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,1,correlation,0.377,0.765
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,1,cos,0.376,0.764
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,1.4,correlation,0.365,0.761
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,1.4,cos,0.361,0.757
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,2,correlation,0.35,0.753
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,2,cos,0.335,0.743
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,5,correlation,0.3,0.713
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,5,cos,0.25,0.688
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,7,correlation,0.271,0.671
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,40000,7,cos,0.208,0.645
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,0.2,correlation,0.266,0.638
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,0.2,cos,0.179,0.52
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,0.5,correlation,0.352,0.736
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,0.5,cos,0.317,0.708
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,0.7,correlation,0.384,0.76
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,0.7,cos,0.385,0.76
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,1,correlation,0.38,0.765
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,1,cos,0.38,0.764
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,1.4,correlation,0.369,0.761
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,1.4,cos,0.366,0.757
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,2,correlation,0.356,0.753
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,2,cos,0.343,0.743
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,5,correlation,0.316,0.715
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,5,cos,0.265,0.69
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,7,correlation,0.282,0.677
scpmi,raw,head,logn,0.75,ukwac_wackypedia,e,nvaa,50000,7,cos,0.221,0.649
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,0.2,correlation,0.298,0.632
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,0.2,cos,0.168,0.413
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,0.5,correlation,0.321,0.666
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,0.5,cos,0.314,0.64
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,0.7,correlation,0.328,0.684
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,0.7,cos,0.336,0.684
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,1,correlation,0.284,0.654
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,1,cos,0.284,0.655
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,1.4,correlation,0.251,0.59
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,1.4,cos,0.231,0.595
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,2,correlation,0.221,0.444
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,2,cos,0.175,0.466
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,5,correlation,0.076,0.137
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,5,cos,0.054,0.189
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,7,correlation,0.042,0.097
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,1000,7,cos,0.008,0.124
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,0.2,correlation,0.323,0.673
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,0.2,cos,0.169,0.439
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,0.5,correlation,0.339,0.707
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,0.5,cos,0.328,0.691
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,0.7,correlation,0.346,0.724
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,0.7,cos,0.355,0.728
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,1,correlation,0.318,0.716
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,1,cos,0.317,0.716
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,1.4,correlation,0.277,0.699
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,1.4,cos,0.269,0.695
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,2,correlation,0.271,0.665
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,2,cos,0.235,0.665
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,5,correlation,0.144,0.377
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,5,cos,0.103,0.45
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,7,correlation,0.069,0.247
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,2000,7,cos,0.062,0.336
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,0.2,correlation,0.333,0.687
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,0.2,cos,0.168,0.451
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,0.5,correlation,0.343,0.717
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,0.5,cos,0.325,0.701
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,0.7,correlation,0.348,0.732
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,0.7,cos,0.357,0.737
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,1,correlation,0.328,0.732
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,1,cos,0.328,0.731
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,1.4,correlation,0.301,0.721
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,1.4,cos,0.294,0.717
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,2,correlation,0.29,0.707
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,2,cos,0.264,0.701
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,5,correlation,0.187,0.548
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,5,cos,0.132,0.575
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,7,correlation,0.142,0.393
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,3000,7,cos,0.132,0.458
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,0.2,correlation,0.343,0.701
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,0.2,cos,0.165,0.467
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,0.5,correlation,0.35,0.725
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,0.5,cos,0.323,0.705
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,0.7,correlation,0.353,0.737
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,0.7,cos,0.363,0.742
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,1,correlation,0.339,0.739
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,1,cos,0.339,0.738
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,1.4,correlation,0.317,0.732
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,1.4,cos,0.311,0.728
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,2,correlation,0.302,0.722
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,2,cos,0.282,0.713
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,5,correlation,0.206,0.648
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,5,cos,0.159,0.645
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,7,correlation,0.199,0.555
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,5000,7,cos,0.14,0.568
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,0.2,correlation,0.353,0.713
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,0.2,cos,0.168,0.495
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,0.5,correlation,0.363,0.737
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,0.5,cos,0.323,0.71
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,0.7,correlation,0.363,0.746
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,0.7,cos,0.371,0.75
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,1,correlation,0.354,0.749
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,1,cos,0.354,0.748
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,1.4,correlation,0.341,0.746
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,1.4,cos,0.334,0.741
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,2,correlation,0.327,0.739
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,2,cos,0.312,0.729
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,5,correlation,0.29,0.705
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,5,cos,0.238,0.686
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,7,correlation,0.255,0.664
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,10000,7,cos,0.186,0.64
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,0.2,correlation,0.34,0.712
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,0.2,cos,0.176,0.521
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,0.5,correlation,0.372,0.749
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,0.5,cos,0.321,0.716
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,0.7,correlation,0.372,0.756
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,0.7,cos,0.378,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,1,correlation,0.369,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,1,cos,0.368,0.759
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,1.4,correlation,0.365,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,1.4,cos,0.358,0.755
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,2,correlation,0.361,0.756
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,2,cos,0.347,0.747
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,5,correlation,0.338,0.733
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,5,cos,0.287,0.711
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,7,correlation,0.312,0.709
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,20000,7,cos,0.259,0.686
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,0.2,correlation,0.321,0.701
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,0.2,cos,0.179,0.535
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,0.5,correlation,0.372,0.751
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,0.5,cos,0.315,0.716
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,0.7,correlation,0.373,0.758
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,0.7,cos,0.379,0.761
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,1,correlation,0.373,0.761
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,1,cos,0.372,0.761
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,1.4,correlation,0.371,0.761
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,1.4,cos,0.366,0.757
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,2,correlation,0.37,0.759
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,2,cos,0.359,0.75
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,5,correlation,0.353,0.739
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,5,cos,0.311,0.714
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,7,correlation,0.331,0.724
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,30000,7,cos,0.287,0.698
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,0.2,correlation,0.307,0.69
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,0.2,cos,0.182,0.542
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,0.5,correlation,0.371,0.75
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,0.5,cos,0.312,0.714
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,0.7,correlation,0.373,0.757
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,0.7,cos,0.378,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,1,correlation,0.374,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,1,cos,0.374,0.761
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,1.4,correlation,0.374,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,1.4,cos,0.367,0.756
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,2,correlation,0.373,0.758
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,2,cos,0.362,0.75
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,5,correlation,0.356,0.737
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,5,cos,0.317,0.714
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,7,correlation,0.339,0.724
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,40000,7,cos,0.293,0.696
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,0.2,correlation,0.297,0.681
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,0.2,cos,0.186,0.548
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,0.5,correlation,0.37,0.749
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,0.5,cos,0.312,0.714
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,0.7,correlation,0.375,0.757
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,0.7,cos,0.378,0.759
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,1,correlation,0.376,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,1,cos,0.377,0.761
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,1.4,correlation,0.377,0.76
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,1.4,cos,0.371,0.756
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,2,correlation,0.378,0.757
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,2,cos,0.368,0.75
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,5,correlation,0.367,0.737
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,5,cos,0.33,0.716
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,7,correlation,0.35,0.725
scpmi,raw,head,logn,1,ukwac_wackypedia,e,nvaa,50000,7,cos,0.306,0.696
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,0.2,correlation,0.296,0.627
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,0.2,cos,0.207,0.476
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,0.5,correlation,0.309,0.646
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,0.5,cos,0.294,0.61
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,0.7,correlation,0.32,0.659
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,0.7,cos,0.334,0.657
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,1,correlation,0.334,0.681
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,1,cos,0.346,0.681
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,1.4,correlation,0.325,0.685
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,1.4,cos,0.332,0.685
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,2,correlation,0.299,0.668
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,2,cos,0.301,0.668
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,5,correlation,0.249,0.492
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,5,cos,0.203,0.511
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,7,correlation,0.201,0.369
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,1000,7,cos,0.159,0.4
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,0.2,correlation,0.319,0.666
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,0.2,cos,0.202,0.49
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,0.5,correlation,0.329,0.686
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,0.5,cos,0.305,0.653
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,0.7,correlation,0.339,0.7
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,0.7,cos,0.352,0.703
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,1,correlation,0.349,0.718
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,1,cos,0.361,0.722
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,1.4,correlation,0.34,0.722
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,1.4,cos,0.345,0.724
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,2,correlation,0.32,0.717
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,2,cos,0.319,0.717
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,5,correlation,0.272,0.662
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,5,cos,0.237,0.662
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,7,correlation,0.237,0.612
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,2000,7,cos,0.198,0.617
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,0.2,correlation,0.33,0.68
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,0.2,cos,0.197,0.495
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,0.5,correlation,0.337,0.699
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,0.5,cos,0.304,0.665
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,0.7,correlation,0.343,0.711
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,0.7,cos,0.351,0.715
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,1,correlation,0.35,0.726
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,1,cos,0.359,0.731
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,1.4,correlation,0.341,0.732
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,1.4,cos,0.345,0.733
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,2,correlation,0.325,0.73
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,2,cos,0.325,0.729
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,5,correlation,0.293,0.7
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,5,cos,0.26,0.694
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,7,correlation,0.257,0.673
scpmi,raw,head,logn,global,ukwac_wackypedia,e,nvaa,3000,7,cos,0.223,0.671
